match	certainty	uuid	hit_sur	hit_giv	auth_sur	auth_giv	source	fuzzy	sur_equal	sur_len_diff	sur_nrm_equal	sur_dec_equal	sur_sim	giv_equal	giv_len_diff	giv_nrm_equal	giv_dec_equal	giv_sim	init_sub
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-82495da6d67bd3b7ecd6'	b'de Roure'	b'Calebe'	b'de Roure'	b'Calebe'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-ccd12f93e56ad77a7e68'	b'Pelizzon'	b'Loriana'	b'Pelizzon'	b'Loriana'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-a1994307abc7bc199651'	b'Tasca'	b'Paolo'	b'Tasca'	b'Paolo'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-82495da6d67bd3b7ecd6'	b'de Roure'	b'Calebe'	b'de Roure'	b'Calebe'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-ccd12f93e56ad77a7e68'	b'Pelizzon'	b'Loriana'	b'Pelizzon'	b'Loriana'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-a1994307abc7bc199651'	b'Tasca'	b'Paolo'	b'Tasca'	b'Paolo'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-82495da6d67bd3b7ecd6'	b'de Roure'	b'Calebe'	b'de Roure'	b'Calebe'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-ccd12f93e56ad77a7e68'	b'Pelizzon'	b'Loriana'	b'Pelizzon'	b'Loriana'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-a1994307abc7bc199651'	b'Tasca'	b'Paolo'	b'Tasca'	b'Paolo'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-82495da6d67bd3b7ecd6'	b'de Roure'	b'Calebe'	b'de Roure'	b'Calebe'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-ccd12f93e56ad77a7e68'	b'Pelizzon'	b'Loriana'	b'Pelizzon'	b'Loriana'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-a1994307abc7bc199651'	b'Tasca'	b'Paolo'	b'Tasca'	b'Paolo'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-7249d790b3c8382aa906'	b'Lindner'	b'Peter'	b'Lindner'	b'Peter'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-a843883aa003eb5b1698'	b'Loeffler'	b'Axel'	b'Loeffler'	b'Axel'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-1fcff856b9c7231fb36c'	b'Segalla'	b'Esther'	b'Segalla'	b'Esther'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-a60fe784e5433ed69abe'	b'Valitova'	b'Guzel'	b'Valitova'	b'Guzel'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-5564af791649f119498a'	b'Vogel'	b'Ursula'	b'Vogel'	b'Ursula'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-7249d790b3c8382aa906'	b'Lindner'	b'Peter'	b'Lindner'	b'Peter'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-a843883aa003eb5b1698'	b'Loeffler'	b'Axel'	b'Loeffler'	b'Axel'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-1fcff856b9c7231fb36c'	b'Segalla'	b'Esther'	b'Segalla'	b'Esther'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-a60fe784e5433ed69abe'	b'Valitova'	b'Guzel'	b'Valitova'	b'Guzel'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5564af791649f119498a'	b'Vogel'	b'Ursula'	b'Vogel'	b'Ursula'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-7249d790b3c8382aa906'	b'Lindner'	b'Peter'	b'Lindner'	b'Peter'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-a843883aa003eb5b1698'	b'Loeffler'	b'Axel'	b'Loeffler'	b'Axel'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-1fcff856b9c7231fb36c'	b'Segalla'	b'Esther'	b'Segalla'	b'Esther'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-a60fe784e5433ed69abe'	b'Valitova'	b'Guzel'	b'Valitova'	b'Guzel'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5564af791649f119498a'	b'Vogel'	b'Ursula'	b'Vogel'	b'Ursula'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-7249d790b3c8382aa906'	b'Lindner'	b'Peter'	b'Lindner'	b'Peter'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-a843883aa003eb5b1698'	b'Loeffler'	b'Axel'	b'Loeffler'	b'Axel'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-1fcff856b9c7231fb36c'	b'Segalla'	b'Esther'	b'Segalla'	b'Esther'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-a60fe784e5433ed69abe'	b'Valitova'	b'Guzel'	b'Valitova'	b'Guzel'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5564af791649f119498a'	b'Vogel'	b'Ursula'	b'Vogel'	b'Ursula'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-7210b74778d6925c56cc'	b'Abbassi'	b'Puriya'	b'Abbassi'	b'Puriya'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-7210b74778d6925c56cc'	b'Abbassi'	b'Puriya'	b'Abbassi'	b'Puriya'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-ed0bc5b39ee26a940821'	b'Schmidt'	b'Michael'	b'Schmidt'	b'Michael'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-7210b74778d6925c56cc'	b'Abbassi'	b'Puriya'	b'Abbassi'	b'Puriya'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-ed0bc5b39ee26a940821'	b'Schmidt'	b'Michael'	b'Schmidt'	b'Michael'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-7210b74778d6925c56cc'	b'Abbassi'	b'Puriya'	b'Abbassi'	b'Puriya'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-ed0bc5b39ee26a940821'	b'Schmidt'	b'Michael'	b'Schmidt'	b'Michael'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-7210b74778d6925c56cc'	b'Abbassi'	b'Puriya'	b'Abbassi'	b'Puriya'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-ed0bc5b39ee26a940821'	b'Schmidt'	b'Michael'	b'Schmidt'	b'Michael'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-6861af012f5d8417f11b'	b'Lewis'	b'Vivien'	b'Lewis'	b'Vivien'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-ed1d0b1f0597b6200326'	b'Roth'	b'Markus'	b'Roth'	b'Markus'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-6861af012f5d8417f11b'	b'Lewis'	b'Vivien'	b'Lewis'	b'Vivien'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-ed1d0b1f0597b6200326'	b'Roth'	b'Markus'	b'Roth'	b'Markus'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-6861af012f5d8417f11b'	b'Lewis'	b'Vivien'	b'Lewis'	b'Vivien'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-ed1d0b1f0597b6200326'	b'Roth'	b'Markus'	b'Roth'	b'Markus'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-6861af012f5d8417f11b'	b'Lewis'	b'Vivien'	b'Lewis'	b'Vivien'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-ed1d0b1f0597b6200326'	b'Roth'	b'Markus'	b'Roth'	b'Markus'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-7a09df6508261574d910'	b'Dombret'	b'Andreas'	b'Dombret'	b'Andreas'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-fca65e5dd0ff1663991a'	b'Rocholl'	b'Joerg'	b'Rocholl'	b'Joerg'
0.8	0	0	2	0	0.875	1	5	1	1	0	1	1.0	1	0.875	b'author-7a09df6508261574d910'	b'Dombret'	b'Andreas R.'	b'Dombret'	b'Andreas R.'
0.8	1	0	0	0	1.0	1	5	1	1	0	1	1.0	1	0.8	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yal\xc4\xb1n'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-fca65e5dd0ff1663991a'	b'Rocholl'	b'Joerg'	b'Rocholl'	b'Joerg'
1.0	0	0	-2	0	0.875	1	1	1	1	0	1	1.0	1	0.875	b'author-7a09df6508261574d910'	b'Dombret'	b'Andreas R.'	b'Dombret'	b'Andreas'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-fca65e5dd0ff1663991a'	b'Rocholl'	b'Joerg'	b'Rocholl'	b'Joerg'
1.0	0	0	-2	0	0.875	1	4	1	1	0	1	1.0	1	0.875	b'author-7a09df6508261574d910'	b'Dombret'	b'Andreas R.'	b'Dombret'	b'Andreas'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-fca65e5dd0ff1663991a'	b'Rocholl'	b'Joerg'	b'Rocholl'	b'Joerg'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-0cf1e4068ea5f07630c5'	b'Memmel'	b'Christoph'	b'Memmel'	b'Christoph'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-0cf1e4068ea5f07630c5'	b'Memmel'	b'Christoph'	b'Memmel'	b'Christoph'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-0cf1e4068ea5f07630c5'	b'Memmel'	b'Christoph'	b'Memmel'	b'Christoph'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-0cf1e4068ea5f07630c5'	b'Memmel'	b'Christoph'	b'Memmel'	b'Christoph'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-d869dacec317f3c75f9d'	b'Fricke'	b'Christoph'	b'Fricke'	b'Christoph'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-1524d3142ce3f028b0be'	b'Fricke'	b'Daniel'	b'Fricke'	b'Daniel'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-d869dacec317f3c75f9d'	b'Fricke'	b'Christoph'	b'Fricke'	b'Christoph'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-1524d3142ce3f028b0be'	b'Fricke'	b'Daniel'	b'Fricke'	b'Daniel'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d869dacec317f3c75f9d'	b'Fricke'	b'Christoph'	b'Fricke'	b'Christoph'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-d869dacec317f3c75f9d'	b'Fricke'	b'Christoph'	b'Fricke'	b'Christoph'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-449ff6a00cf7659d51fb'	b'Ohls'	b'Jana'	b'Ohls'	b'Jana'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-a6fa49e769a2b520f365'	b'Ongena'	b'Steven'	b'Ongena'	b'Steven'
0.9	1	0	0	0	1.0	1	2	1	0	0	0	1.0	1	0.8571428571428571	b'author-bfd340dc254d33d47787'	b'Tumer-Alkan'	b'Gunseli'	b'T\xc3\xbcmer-Alkan'	b'G\xc3\xbcnseli'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-7dbd0df7cf557cc106b0'	b'Yu'	b'Yuejuan'	b'Yu'	b'Yuejuan'
0.8	1	0	0	0	1.0	1	5	1	1	0	1	1.0	1	0.8	b'author-90a2a092c353834732e0'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yalin'	b'G\xc3\xbcnd\xc3\xbcz'	b'Yal\xc4\xb1n'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-a6fa49e769a2b520f365'	b'Ongena'	b'Steven'	b'Ongena'	b'Steven'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-bfd340dc254d33d47787'	b'Tumer-Alkan'	b'Gunseli'	b'Tumer-Alkan'	b'Gunseli'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-7dbd0df7cf557cc106b0'	b'Yu'	b'Yuejuan'	b'Yu'	b'Yuejuan'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-a6fa49e769a2b520f365'	b'Ongena'	b'Steven'	b'Ongena'	b'Steven'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-bfd340dc254d33d47787'	b'Tumer-Alkan'	b'Gunseli'	b'Tumer-Alkan'	b'Gunseli'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-7dbd0df7cf557cc106b0'	b'Yu'	b'Yuejuan'	b'Yu'	b'Yuejuan'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5561558bee93445b0683'	b'Gunduz'	b'Yalin'	b'Gunduz'	b'Yalin'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-a6fa49e769a2b520f365'	b'Ongena'	b'Steven'	b'Ongena'	b'Steven'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-bfd340dc254d33d47787'	b'Tumer-Alkan'	b'Gunseli'	b'Tumer-Alkan'	b'Gunseli'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-7dbd0df7cf557cc106b0'	b'Yu'	b'Yuejuan'	b'Yu'	b'Yuejuan'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-28474a819f2b95fea7de'	b'von Beschwitz'	b'Bastian'	b'von Beschwitz'	b'Bastian'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-e978ada6a686fa1289a5'	b'Foos'	b'Daniel'	b'Foos'	b'Daniel'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-28474a819f2b95fea7de'	b'von Beschwitz'	b'Bastian'	b'von Beschwitz'	b'Bastian'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-e978ada6a686fa1289a5'	b'Foos'	b'Daniel'	b'Foos'	b'Daniel'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-28474a819f2b95fea7de'	b'von Beschwitz'	b'Bastian'	b'von Beschwitz'	b'Bastian'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-e978ada6a686fa1289a5'	b'Foos'	b'Daniel'	b'Foos'	b'Daniel'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas'	b'Kick'	b'Thomas'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-2ec4ab07504deadafe94'	b'Storz'	b'Manuela'	b'Storz'	b'Manuela'
0.8	0	0	2	0	0.8571428571428571	1	5	1	1	0	1	1.0	1	0.8571428571428571	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas K.'	b'Kick'	b'Thomas K.'
0.8	0	0	-6	0	0.25	1	5	1	1	0	1	1.0	1	0.25	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-2ec4ab07504deadafe94'	b'Storz'	b'Manuela'	b'Storz'	b'Manuela'
1.0	0	0	-2	0	0.8571428571428571	1	1	1	1	0	1	1.0	1	0.8571428571428571	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas K.'	b'Kick'	b'Thomas'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-2ec4ab07504deadafe94'	b'Storz'	b'Manuela'	b'Storz'	b'Manuela'
1.0	0	0	-2	0	0.8571428571428571	1	4	1	1	0	1	1.0	1	0.8571428571428571	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas K.'	b'Kick'	b'Thomas'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-2ec4ab07504deadafe94'	b'Storz'	b'Manuela'	b'Storz'	b'Manuela'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-0cf1e4068ea5f07630c5'	b'Memmel'	b'Christoph'	b'Memmel'	b'Christoph'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-f18c950bf64d6af490ee'	b'Timmer'	b'Yannick'	b'Timmer'	b'Yannick'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-f18c950bf64d6af490ee'	b'Timmer'	b'Yannick'	b'Timmer'	b'Yannick'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-f18c950bf64d6af490ee'	b'Timmer'	b'Yannick'	b'Timmer'	b'Yannick'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-f18c950bf64d6af490ee'	b'Timmer'	b'Yannick'	b'Timmer'	b'Yannick'
0.9	0	0	-2	0	0.8571428571428571	1	0	1	1	0	1	1.0	1	0.8571428571428571	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas K.'	b'Kick'	b'Thomas'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-751a4478d6a328f674f9'	b'Goldbach'	b'Stefan'	b'Goldbach'	b'Stefan'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-0c61946798c0de34946b'	b'Nitsch'	b'Volker'	b'Nitsch'	b'Volker'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-9eed97af4feba1fca9c2'	b'Baltzer'	b'Markus'	b'Baltzer'	b'Markus'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-0124b7266ee13f279468'	b'Jank'	b'Stephan'	b'Jank'	b'Stephan'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-14082c76e2bedbea7a8f'	b'Smajlbegovic'	b'Esad'	b'Smajlbegovic'	b'Esad'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-9eed97af4feba1fca9c2'	b'Baltzer'	b'Markus'	b'Baltzer'	b'Markus'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-0124b7266ee13f279468'	b'Jank'	b'Stephan'	b'Jank'	b'Stephan'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-14082c76e2bedbea7a8f'	b'Smajlbegovic'	b'Esad'	b'Smajlbegovic'	b'Esad'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-9eed97af4feba1fca9c2'	b'Baltzer'	b'Markus'	b'Baltzer'	b'Markus'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-0124b7266ee13f279468'	b'Jank'	b'Stephan'	b'Jank'	b'Stephan'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-14082c76e2bedbea7a8f'	b'Smajlbegovic'	b'Esad'	b'Smajlbegovic'	b'Esad'
0.8	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-55b00702e6be3feef904'	b'Behn'	b'Markus'	b'Behn'	b'Markus'
0.8	0	0	-4	0	0.75	1	2	1	1	0	1	1.0	1	0.75	b'author-ca141af1c995b672716a'	b'Haselmann'	b'Rainer F. H.'	b'Haselmann'	b'Rainer'
0.8	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-be9cb943184df182570c'	b'Wachtel'	b'Paul'	b'Wachtel'	b'Paul'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-55b00702e6be3feef904'	b'Behn'	b'Markus'	b'Behn'	b'Markus'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-ca141af1c995b672716a'	b'Haselmann'	b'Rainer F. H.'	b'Haselmann'	b'Rainer F. H.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-be9cb943184df182570c'	b'Wachtel'	b'Paul'	b'Wachtel'	b'Paul'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-55b00702e6be3feef904'	b'Behn'	b'Markus'	b'Behn'	b'Markus'
1.0	0	0	-4	0	0.75	1	4	1	1	0	1	1.0	1	0.75	b'author-ca141af1c995b672716a'	b'Haselmann'	b'Rainer F. H.'	b'Haselmann'	b'Rainer'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-be9cb943184df182570c'	b'Wachtel'	b'Paul'	b'Wachtel'	b'Paul'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-ba217bef5bc8b324e36c'	b'Georg'	b'Co-Pierre'	b'Georg'	b'Co-Pierre'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-b109da13fdeb3695f700'	b'Craig'	b'Ben R.'	b'Craig'	b'Ben R.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
0.9	1	1	0	1	1.0	1	2	1	0	0	0	1.0	1	0.8333333333333334	b'author-f3df88d438eeea332065'	b'Kr\xc3\xbcger'	b'Ulrich'	b'Kruger'	b'Ulrich'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-b109da13fdeb3695f700'	b'Craig'	b'Ben R.'	b'Craig'	b'Ben R.'
0.8	0	0	-6	0	0.25	1	5	1	1	0	1	1.0	1	0.25	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-f3df88d438eeea332065'	b'Kr\xc3\xbcger'	b'Ulrich'	b'Kr\xc3\xbcger'	b'Ulrich'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-b109da13fdeb3695f700'	b'Craig'	b'Ben R.'	b'Craig'	b'Ben R.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
1.0	1	1	0	1	1.0	1	1	0	0	0	0	0.8333333333333334	1	0.8333333333333334	b'author-f3df88d438eeea332065'	b'Kr\xc3\xbcger'	b'Ulrich'	b'Krrger'	b'Ulrich'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-b109da13fdeb3695f700'	b'Craig'	b'Ben R.'	b'Craig'	b'Ben R.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-d1c73cd59b6b9a8f86b5'	b'Koetter'	b'Michael'	b'Koetter'	b'Michael'
1.0	1	1	0	1	1.0	1	4	1	0	0	0	1.0	1	0.8333333333333334	b'author-f3df88d438eeea332065'	b'Kr\xc3\xbcger'	b'Ulrich'	b'Kruger'	b'Ulrich'
1.0	1	1	0	1	1.0	1	4	0	0	0	0	0.8333333333333334	1	0.8333333333333334	b'author-f3df88d438eeea332065'	b'Kr\xc3\xbcger'	b'Ulrich'	b'Krrger'	b'Ulrich'
0.9	0	0	-2	0	0.8571428571428571	1	0	1	1	0	1	1.0	1	0.8571428571428571	b'author-fb10595fa88256ff1e0f'	b'Kick'	b'Thomas K.'	b'Kick'	b'Thomas'
0.9	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-dafdb145cac3668b4aee'	b'Ruprecht'	b'Benedikt'	b'Ruprecht'	b'Benedikt'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-dafdb145cac3668b4aee'	b'Ruprecht'	b'Benedikt'	b'Ruprecht'	b'Benedikt'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-dafdb145cac3668b4aee'	b'Ruprecht'	b'Benedikt'	b'Ruprecht'	b'Benedikt'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-4d8f3edd21cfeb9f226b'	b'Entrop'	b'Oliver'	b'Entrop'	b'Oliver'
